Spotting ID,Bee Spotter,Date Added to Site,Date Spotted,Year Spotted,Month Spotted,Day Spotted,Days Between Date Spotted and Date Added to Site,Latitude,Longitude,Amateur Species Identification,Expert Species Identification,Protected Species,Gender
3746,levernier,2014-07-24,2014-07-18,2014,7,18,6,42.42980995,-88.17436824,Bombus griseocollis,Bombus griseocollis,False,
3755,TER_OR,2014-07-28,2014-07-18,2014,7,18,10,42.1013019,-88.277347,Bombus fervidus,Bombus fervidus,False,female
3756,TER_OR,2014-07-28,2014-07-18,2014,7,18,10,42.1013019,-88.277347,Bombus rufocinctus,Bombus rufocinctus,False,female
3814,levernier,2014-08-11,2014-07-18,2014,7,18,24,42.42977035,-88.17432532,Bombus vagans,Bombus bimaculatus,False,female
3721,twotringas,2014-07-20,2014-07-19,2014,7,19,1,42.41331985,-89.1202147,Bombus affinis,Bombus affinis,True,male
3722,twotringas,2014-07-20,2014-07-19,2014,7,19,1,42.30397562,-89.15615559,Bombus rufocinctus,Bombus rufocinctus,False,male
3723,twotringas,2014-07-20,2014-07-19,2014,7,19,1,42.304981,-89.156791,Bombus citrinus,Bombus citrinus,False,
3738,twotringas,2014-07-23,2014-07-19,2014,7,19,4,42.45842062,-89.1097641,Bombus griseocollis,Bombus griseocollis,False,
3739,twotringas,2014-07-23,2014-07-19,2014,7,19,4,42.45930713,-89.10839081,Bombus auricomus,Bombus auricomus,False,female
3740,twotringas,2014-07-23,2014-07-19,2014,7,19,4,42.45842062,-89.10993576,Bombus griseocollis,Bombus griseocollis,False,female
3741,twotringas,2014-07-23,2014-07-19,2014,7,19,4,42.45842062,-89.10924911,Bombus impatiens,Bombus impatiens,False,
3725,tkdesign,2014-07-20,2014-07-20,2014,7,20,0,41.110841,-87.859022,Bombus auricomus,Bombus auricomus,False,female
3726,twotringas,2014-07-21,2014-07-20,2014,7,20,1,42.304981,-89.156791,Bombus rufocinctus,Bombus rufocinctus,False,female
3730,twotringas,2014-07-21,2014-07-20,2014,7,20,1,42.304981,-89.156791,Apis mellifera,Apis mellifera,False,female
3731,twotringas,2014-07-21,2014-07-20,2014,7,20,1,42.30415018,-89.15561914,Bombus vagans,Bombus vagans,False,female
3732,twotringas,2014-07-21,2014-07-20,2014,7,20,1,42.30435649,-89.15611267,Apis mellifera,Apis mellifera,False,female
3733,esdimas,2014-07-21,2014-07-20,2014,7,20,1,41.92343979,-87.70672539,Bombus griseocollis,Bombus griseocollis,False,female
3727,twotringas,2014-07-21,2014-07-21,2014,7,21,0,42.304981,-89.156791,Bombus impatiens,Bombus impatiens,False,female
3728,twotringas,2014-07-21,2014-07-21,2014,7,21,0,42.304981,-89.156791,Bombus griseocollis,Bombus griseocollis,False,female
3729,twotringas,2014-07-21,2014-07-21,2014,7,21,0,42.304981,-89.156791,Bombus bimaculatus,Bombus bimaculatus,False,female
3743,twotringas,2014-07-23,2014-07-23,2014,7,23,0,42.30441997,-89.15585518,Bombus rufocinctus,Bombus rufocinctus,False,
3747,Mark Allen,2014-07-25,2014-07-25,2014,7,25,0,41.844983,-88.314337,Bombus griseocollis,Bombus impatiens,False,male
3749,Mark Allen,2014-07-25,2014-07-25,2014,7,25,0,41.844983,-88.314337,Apis mellifera,Apis mellifera,False,female
3750,bjverano,2014-07-25,2014-07-25,2014,7,25,0,38.41737312,-90.04880906,Bombus auricomus,Bombus auricomus,False,female
3752,rdlp18,2014-07-26,2014-07-26,2014,7,26,0,41.9579778,-87.7004466,Bombus griseocollis,Bombus griseocollis,False,male
3753,rdlp18,2014-07-26,2014-07-26,2014,7,26,0,41.9579778,-87.7004466,Bombus bimaculatus,Bombus bimaculatus,False,female
3926,poppe72,2014-09-10,2014-07-27,2014,7,27,45,41.546721,-87.654319,Apis mellifera,Apis mellifera,False,female
3761,twotringas,2014-07-31,2014-07-28,2014,7,28,3,42.45835729,-89.10615921,Bombus vagans,Bombus vagans,False,female
3765,twotringas,2014-07-31,2014-07-28,2014,7,28,3,42.30405496,-89.15536165,Apis mellifera,Apis mellifera,False,female
3818,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84688288,-88.21716785,Bombus auricomus,Bombus auricomus,False,female
3819,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84357401,-88.26661706,Bombus auricomus,Bombus auricomus,False,female
3821,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.85978904,-88.25255156,Bombus fervidus,Bombus fervidus,False,female
3822,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84275076,-88.26673508,Apis mellifera,Apis mellifera,False,female
3823,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84679376,-88.21441054,Bombus impatiens,Bombus impatiens,False,female
3824,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84295858,-88.26637566,Bombus impatiens,Bombus impatiens,False,female
3826,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84648327,-88.21427107,Bombus impatiens,Bombus impatiens,False,female
3827,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.86041231,-88.25237989,Bombus impatiens,Bombus impatiens,False,female
3828,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84548828,-88.21572483,,Bombus impatiens,False,female
3829,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.84409353,-88.21747899,Bombus impatiens,Bombus impatiens,False,female
3830,TER_OR,2014-08-12,2014-07-28,2014,7,28,15,41.8430465,-88.26589823,Bombus rufocinctus,Bombus rufocinctus,False,female
3891,beach820,2014-08-26,2014-07-28,2014,7,28,29,41.9268032,-87.6353216,Bombus variabilis,Bombus bimaculatus,False,female
3762,twotringas,2014-07-31,2014-07-29,2014,7,29,2,42.45895886,-89.10564423,Bombus rufocinctus,Bombus rufocinctus,False,female
3763,twotringas,2014-07-31,2014-07-29,2014,7,29,2,42.45848394,-89.10581589,Bombus fervidus,Bombus fervidus,False,female
3764,twotringas,2014-07-31,2014-07-29,2014,7,29,2,,,Bombus rufocinctus,Bombus rufocinctus,False,male
3769,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.17476757,-89.08802085,Bombus affinis,Bombus affinis,True,female
3770,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.30422953,-89.15628433,Apis mellifera,Apis mellifera,False,female
3771,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.30454692,-89.15624142,Apis mellifera,Apis mellifera,False,female
3772,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.30480084,-89.1561985,Apis mellifera,Apis mellifera,False,female
3773,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.30422953,-89.15576935,Apis mellifera,Apis mellifera,False,female
3774,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.3042454,-89.15574789,Apis mellifera,Apis mellifera,False,female
3775,twotringas,2014-08-01,2014-07-29,2014,7,29,3,42.30429301,-89.15589809,Apis mellifera,Apis mellifera,False,female
3767,cariferg,2014-08-01,2014-08-01,2014,8,1,0,42.27527407,-88.30526244,Bombus impatiens,Bombus impatiens,False,female
3768,twotringas,2014-08-01,2014-08-01,2014,8,1,0,42.30415018,-89.15637016,Bombus rufocinctus,Bombus rufocinctus,False,male
3893,beach820,2014-08-26,2014-08-01,2014,8,1,25,41.8781136,-87.6297982,Bombus griseocollis,Bombus griseocollis,False,female
3782,Dave_K,2014-08-06,2014-08-02,2014,8,2,4,41.9283761,-88.0754188,,Bombus impatiens,False,female
3783,Dave_K,2014-08-06,2014-08-02,2014,8,2,4,41.93867968,-88.07825089,,Bombus bimaculatus,False,female
3784,Dave_K,2014-08-06,2014-08-02,2014,8,2,4,41.93842429,-88.07842255,,Bombus impatiens,False,female
3785,twotringas,2014-08-06,2014-08-02,2014,8,2,4,42.30391214,-89.15594101,Bombus citrinus,Bombus citrinus,False,
3786,twotringas,2014-08-06,2014-08-02,2014,8,2,4,42.30438823,-89.1556406,Bombus rufocinctus,Bombus rufocinctus,False,
4722,twotringas,2016-02-17,2014-08-02,2014,8,2,564,42.304981,-89.156791,,Bombus bimaculatus,False,male
3776,pgizyn,2014-08-03,2014-08-03,2014,8,3,0,41.712344,-87.664477,Bombus pensylvanicus,Bombus pensylvanicus,False,female
3789,wscovill,2014-08-08,2014-08-03,2014,8,3,5,41.726962,-88.266828,Bombus bimaculatus,Bombus griseocollis,False,female
3890,beach820,2014-08-26,2014-08-03,2014,8,3,23,41.9551177,-87.676356,Bombus bimaculatus,Bombus bimaculatus,False,female
3815,lamtyug2,2014-08-12,2014-08-04,2014,8,4,8,39.77422777,-89.74567833,,Bombus bimaculatus,False,female
3816,lamtyug2,2014-08-12,2014-08-04,2014,8,4,8,39.77395566,-89.7455174,Bombus griseocollis,Bombus bimaculatus,False,female
3778,hum3bd,2014-08-05,2014-08-05,2014,8,5,0,42.287131,-89.033415,Bombus affinis,Bombus impatiens,False,female
3779,tvelat,2014-08-05,2014-08-05,2014,8,5,0,42.06982816,-88.19470357,Bombus affinis,Bombus affinis,True,female
3780,tkdesign,2014-08-05,2014-08-05,2014,8,5,0,41.110841,-87.859022,Bombus citrinus,Bombus citrinus,False,male
3787,twotringas,2014-08-06,2014-08-05,2014,8,5,1,42.30441997,-89.15589809,Bombus griseocollis,Bombus griseocollis,False,male
3804,twotringas,2014-08-09,2014-08-05,2014,8,5,4,,,Bombus auricomus,Bombus auricomus,False,female
3788,dhale,2014-08-07,2014-08-06,2014,8,6,1,40.29356774,-87.86072759,,Bombus griseocollis,False,male
3790,twotringas,2014-08-08,2014-08-07,2014,8,7,1,42.2447609,-89.113131,Bombus griseocollis,Bombus griseocollis,False,
3791,twotringas,2014-08-08,2014-08-07,2014,8,7,1,42.2447609,-89.113131,Bombus citrinus,Bombus citrinus,False,
3792,twotringas,2014-08-08,2014-08-07,2014,8,7,1,42.2447609,-89.113131,Bombus rufocinctus,Bombus rufocinctus,False,
3802,twotringas,2014-08-09,2014-08-07,2014,8,7,2,42.30386453,-89.15583372,Bombus auricomus,Bombus auricomus,False,male
4084,knobren,2015-05-29,2014-08-07,2014,8,7,295,40.105089,-88.290995,Bombus bimaculatus,Bombus impatiens,False,female
3793,Kwilk,2014-08-08,2014-08-08,2014,8,8,0,40.430495,-88.9324265,Apis mellifera,Apis mellifera,False,female
3797,MyBeeGarden,2014-08-09,2014-08-08,2014,8,8,1,41.6122068,-87.8626928,Bombus fervidus,Bombus fervidus,False,female
3799,twotringas,2014-08-09,2014-08-08,2014,8,8,1,42.3038804,-89.15568352,Bombus citrinus,Bombus citrinus,False,
3800,twotringas,2014-08-09,2014-08-08,2014,8,8,1,42.30391214,-89.15594101,Bombus griseocollis,Bombus griseocollis,False,female
3801,twotringas,2014-08-09,2014-08-08,2014,8,8,1,42.30416605,-89.15594101,Apis mellifera,Apis mellifera,False,female
3803,MyBeeGarden,2014-08-09,2014-08-08,2014,8,8,1,41.6122068,-87.8626928,Bombus fervidus,Bombus fervidus,False,female
3846,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,42.04578849,-88.25432783,Bombus affinis,Bombus affinis,True,male
3847,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84252697,-88.26641858,Bombus auricomus,Bombus auricomus,False,female
3848,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.8370197,-88.24993372,Bombus griseocollis,Bombus griseocollis,False,female
3849,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.83658806,-88.25052381,Apis mellifera,Apis mellifera,False,female
3850,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84289463,-88.26705962,Apis mellifera,Apis mellifera,False,female
3851,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84285467,-88.26727688,Apis mellifera,Apis mellifera,False,female
3852,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.8430385,-88.26771677,Apis mellifera,Apis mellifera,False,female
3853,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84279872,-88.26706231,Bombus impatiens,Bombus impatiens,False,female
3854,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.83681187,-88.24985862,Bombus impatiens,Bombus impatiens,False,female
3855,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84309445,-88.26794744,Bombus impatiens,Bombus impatiens,False,female
3856,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.83634825,-88.25049162,Bombus impatiens,Bombus impatiens,False,female
3857,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.83890613,-88.25006247,Bombus impatiens,Bombus impatiens,False,female
3858,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84346211,-88.2682693,Bombus impatiens,Bombus impatiens,False,female
3859,TER_OR,2014-08-18,2014-08-08,2014,8,8,10,41.84265485,-88.26642931,Bombus impatiens,Bombus impatiens,False,female
3794,twotringas,2014-08-09,2014-08-09,2014,8,9,0,42.12847669,-89.15292698,Bombus affinis,Bombus affinis,True,female
3795,twotringas,2014-08-09,2014-08-09,2014,8,9,0,42.21300802,-89.20555115,Bombus impatiens,Bombus impatiens,False,female
3796,twotringas,2014-08-09,2014-08-09,2014,8,9,0,42.21345301,-89.2040062,Bombus rufocinctus,Bombus rufocinctus,False,
3798,twotringas,2014-08-09,2014-08-09,2014,8,9,0,42.30400735,-89.15602684,Bombus vagans,Bombus vagans,False,
3884,twotringas,2014-08-25,2014-08-09,2014,8,9,16,42.30437236,-89.15646672,Bombus bimaculatus,Bombus bimaculatus,False,female
3805,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.30403909,-89.15559769,Bombus vagans,Bombus vagans,False,female
3806,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.30426127,-89.15551186,Bombus vagans,Bombus vagans,False,female
3807,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.30391214,-89.15559769,Apis mellifera,Apis mellifera,False,female
3808,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.35912363,-89.16642845,Bombus citrinus,Bombus citrinus,False,
3809,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.35895617,-89.16641235,Bombus griseocollis,Bombus griseocollis,False,male
3810,twotringas,2014-08-10,2014-08-10,2014,8,10,0,42.35879761,-89.16675568,Bombus impatiens,Bombus impatiens,False,female
3812,twotringas,2014-08-11,2014-08-11,2014,8,11,0,42.30413431,-89.15568352,Bombus fervidus,Bombus fervidus,False,male
3813,rdlp18,2014-08-11,2014-08-11,2014,8,11,0,41.9579778,-87.7004466,Bombus fervidus,Bombus fervidus,False,female
3817,lamtyug2,2014-08-12,2014-08-12,2014,8,12,0,39.77395154,-89.74553081,Bombus fervidus,Bombus fervidus,False,male
3820,TER_OR,2014-08-12,2014-08-12,2014,8,12,0,41.86010068,-88.25274467,Bombus auricomus,Bombus auricomus,False,female
3825,TER_OR,2014-08-12,2014-08-12,2014,8,12,0,41.85998082,-88.25243354,Bombus impatiens,Bombus impatiens,False,female
3837,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.45978205,-89.10546184,Bombus rufocinctus,Bombus rufocinctus,False,female
3838,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.4594971,-89.10521507,Bombus rufocinctus,Bombus citrinus,False,male
3839,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.45933879,-89.10669565,Bombus rufocinctus,Bombus rufocinctus,False,female
3840,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.45968707,-89.10547256,Bombus vagans,Bombus vagans,False,
3841,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.45943378,-89.1064167,Bombus auricomus,Bombus auricomus,False,male
3843,twotringas,2014-08-18,2014-08-14,2014,8,14,4,42.45975039,-89.10465717,,Bombus impatiens,False,female
3842,twotringas,2014-08-18,2014-08-15,2014,8,15,3,42.30448345,-89.15633798,Bombus citrinus,Bombus citrinus,False,male
3844,twotringas,2014-08-18,2014-08-16,2014,8,16,2,42.39099676,-89.16046719,Bombus affinis,Bombus affinis,True,male
3845,twotringas,2014-08-18,2014-08-17,2014,8,17,1,42.31375301,-89.23890174,Bombus affinis,Bombus affinis,True,female
3860,arebee,2014-08-18,2014-08-17,2014,8,17,1,40.09178182,-88.29354376,Apis mellifera,Apis mellifera,False,female
3863,twotringas,2014-08-20,2014-08-17,2014,8,17,3,42.30455486,-89.1560483,Bombus vagans,Bombus vagans,False,male
3864,twotringas,2014-08-20,2014-08-18,2014,8,18,2,42.3044041,-89.15662766,Bombus griseocollis,Bombus griseocollis,False,male
3862,samlindgren,2014-08-19,2014-08-19,2014,8,19,0,40.0667195,-87.9876784,Bombus variabilis,Bombus griseocollis,False,male
3866,twotringas,2014-08-20,2014-08-19,2014,8,19,1,42.24481713,-89.11195278,Bombus citrinus,Bombus citrinus,False,
3867,twotringas,2014-08-20,2014-08-19,2014,8,19,1,42.24500774,-89.11216736,Bombus rufocinctus,Bombus rufocinctus,False,male
3868,twotringas,2014-08-20,2014-08-19,2014,8,19,1,42.2453572,-89.11242485,Bombus fervidus,Bombus fervidus,False,male
3869,twotringas,2014-08-21,2014-08-19,2014,8,19,2,42.27311623,-89.00547413,Bombus affinis,Bombus affinis,True,female
3870,twotringas,2014-08-21,2014-08-19,2014,8,19,2,42.24523013,-89.11225319,Bombus vagans,Bombus vagans,False,female
3871,twotringas,2014-08-21,2014-08-19,2014,8,19,2,42.2453572,-89.11259651,Bombus griseocollis,Bombus griseocollis,False,
4509,twotringas,2015-08-20,2014-08-19,2014,8,19,366,42.2447959,-89.1130122,Bombus perplexus,Bombus perplexus,False,male
3872,twotringas,2014-08-21,2014-08-20,2014,8,20,1,42.30434845,-89.15661693,Bombus bimaculatus,Bombus bimaculatus,False,female
3877,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.52087604,-89.03984012,Bombus affinis,Bombus affinis,True,female
3878,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38936042,-88.99904251,Bombus citrinus,Bombus citrinus,False,
3879,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38917024,-88.99869919,Bombus rufocinctus,Bombus rufocinctus,False,male
3880,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38943966,-88.99850607,Bombus impatiens,Bombus impatiens,False,male
3881,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38959814,-88.99927855,Bombus fervidus,Bombus fervidus,False,male
3882,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38888497,-88.99925709,Bombus auricomus,Bombus auricomus,False,male
3883,twotringas,2014-08-25,2014-08-22,2014,8,22,3,42.38898006,-88.99904251,Bombus griseocollis,Bombus griseocollis,False,male
3897,jpatric694,2014-08-29,2014-08-23,2014,8,23,6,42.0747149,-88.26706745,Bombus affinis,Bombus affinis,True,male
3876,peterwchen,2014-08-25,2014-08-24,2014,8,24,1,41.81760862,-88.14449072,Bombus auricomus,Bombus auricomus,False,female
3885,maribel,2014-08-25,2014-08-25,2014,8,25,0,42.16238549,-88.42552185,,Bombus impatiens,False,female
3886,arebee,2014-08-25,2014-08-25,2014,8,25,0,40.0919095,-88.28841202,Apis mellifera,Apis mellifera,False,female
3899,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21288087,-89.20426369,Bombus bimaculatus,Bombus bimaculatus,False,female
3900,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21319873,-89.20439243,Bombus citrinus,Bombus citrinus,False,
3901,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.29351125,-89.13714089,Bombus affinis,Bombus affinis,True,female
3902,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21307159,-89.2043066,Bombus griseocollis,Bombus griseocollis,False,
3903,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21269016,-89.20392036,Bombus vagans,Bombus vagans,False,male
3904,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21294444,-89.20392036,Bombus fervidus,Bombus fervidus,False,
3906,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21262659,-89.2037487,Bombus rufocinctus,Bombus rufocinctus,False,male
3907,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21313516,-89.20456409,Bombus impatiens,Bombus impatiens,False,female
3908,twotringas,2014-08-30,2014-08-26,2014,8,26,4,42.21294444,-89.20392036,Bombus auricomus,Bombus auricomus,False,female
3948,twotringas,2014-09-27,2014-08-27,2014,8,27,31,42.30362251,-89.15611804,Bombus fervidus,Bombus fervidus,False,female
3898,maybee,2014-08-29,2014-08-29,2014,8,29,0,40.1043117,-88.22304726,Bombus impatiens,Bombus impatiens,False,female
5121,mmckelve,2016-08-10,2014-08-30,2014,8,30,711,40.13301289,-88.25714277,Apis mellifera,Apis mellifera,False,female
3914,wscovill,2014-09-02,2014-08-31,2014,8,31,2,41.726962,-88.266828,Bombus fervidus,Bombus fervidus,False,
3922,hum3bd,2014-09-09,2014-08-31,2014,8,31,9,42.2864516,-89.0321464,,Bombus fervidus,False,
3915,margeryosborne,2014-09-02,2014-09-02,2014,9,2,0,40.094685,-88.256461,Apis mellifera,Apis mellifera,False,female
5120,mmckelve,2016-08-10,2014-09-02,2014,9,2,708,40.117134,-88.24301946,Apis mellifera,Apis mellifera,False,female
3920,peterwchen,2014-09-03,2014-09-03,2014,9,3,0,41.84071258,-88.07596028,Bombus griseocollis,Bombus griseocollis,False,female
3924,poppe72,2014-09-10,2014-09-04,2014,9,4,6,41.546721,-87.654319,Bombus vagans,Bombus vagans,False,female
3925,poppe72,2014-09-10,2014-09-09,2014,9,9,1,41.546721,-87.654319,Bombus griseocollis,Bombus griseocollis,False,male
3952,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.84268682,-88.26684237,Bombus impatiens,Bombus griseocollis,False,male
3953,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.84265485,-88.26627374,Apis mellifera,Apis mellifera,False,female
3954,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.84263087,-88.26622009,Bombus impatiens,Bombus impatiens,False,female
3955,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.84275876,-88.26544762,Bombus impatiens,Bombus impatiens,False,female
3956,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.73228354,-88.24051877,Bombus affinis,Bombus affinis,True,female
3958,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.83757924,-88.25145721,Bombus impatiens,Bombus impatiens,False,female
3959,TER_OR,2014-10-01,2014-09-09,2014,9,9,22,41.83903403,-88.25102806,Bombus impatiens,Bombus impatiens,False,female
3928,poppe72,2014-09-10,2014-09-10,2014,9,10,0,41.546721,-87.654319,Bombus impatiens,Bombus impatiens,False,female
3929,poppe72,2014-09-10,2014-09-10,2014,9,10,0,41.546721,-87.654319,Bombus bimaculatus,Bombus bimaculatus,False,female
3931,peterwchen,2014-09-13,2014-09-13,2014,9,13,0,41.8387143,-88.07466745,Bombus griseocollis,Bombus impatiens,False,female
4131,lfelliott,2015-06-21,2014-09-13,2014,9,13,281,38.9467895,-92.4462802,Bombus impatiens,Bombus impatiens,False,female
3933,arebee,2014-09-16,2014-09-14,2014,9,14,2,40.09291233,-88.28909129,Bombus affinis,Bombus griseocollis,False,female
3934,peterwchen,2014-09-16,2014-09-16,2014,9,16,0,41.8265474,-88.09550285,Bombus impatiens,Bombus impatiens,False,female
3935,twotringas,2014-09-18,2014-09-16,2014,9,16,2,42.30435649,-89.15656865,Bombus impatiens,Bombus impatiens,False,male
3940,poppe72,2014-09-22,2014-09-16,2014,9,16,6,41.546721,-87.654319,Bombus impatiens,Bombus impatiens,False,female
3936,twotringas,2014-09-18,2014-09-17,2014,9,17,1,42.30432475,-89.15649891,Bombus citrinus,Bombus citrinus,False,
3961,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85505043,-88.2536459,Bombus impatiens,Bombus impatiens,False,female
3962,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85863039,-88.25263739,Bombus auricomus,Bombus auricomus,False,female
3963,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85837469,-88.25336695,Bombus impatiens,Bombus impatiens,False,female
3964,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85958928,-88.25059891,Bombus impatiens,Bombus impatiens,False,male
3965,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85815094,-88.25291634,Bombus impatiens,Bombus impatiens,False,female
3967,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.85981301,-88.2536459,Bombus impatiens,Bombus impatiens,False,male
3968,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.84400561,-88.21766138,Apis mellifera,Apis mellifera,False,female
3969,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.84405357,-88.21751118,Bombus impatiens,Bombus impatiens,False,female
3970,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.84431732,-88.21699619,Bombus impatiens,Bombus impatiens,False,female
3971,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.84490078,-88.21669579,Bombus impatiens,Bombus impatiens,False,female
3972,TER_OR,2014-10-06,2014-09-20,2014,9,20,16,41.84505264,-88.21606278,Bombus impatiens,Bombus impatiens,False,female
3938,arebee,2014-09-21,2014-09-21,2014,9,21,0,40.09133851,-88.29427332,Bombus affinis,Bombus impatiens,False,female
3939,arebee,2014-09-21,2014-09-21,2014,9,21,0,40.09295337,-88.28908056,Bombus griseocollis,Bombus griseocollis,False,female
3941,poppe72,2014-09-22,2014-09-22,2014,9,22,0,41.546721,-87.654319,Bombus impatiens,Bombus impatiens,False,male
3950,twotringas,2014-09-27,2014-09-22,2014,9,22,5,42.30434062,-89.15656328,Bombus impatiens,Bombus impatiens,False,female
3942,poppe72,2014-09-23,2014-09-23,2014,9,23,0,41.546721,-87.654319,Apis mellifera,Apis mellifera,False,female
3949,twotringas,2014-09-27,2014-09-24,2014,9,24,3,,,Bombus auricomus,Bombus auricomus,False,female
3945,Jenny_Brewer,2014-09-27,2014-09-27,2014,9,27,0,40.0885786,-88.21326256,Bombus impatiens,Bombus impatiens,False,male
3946,Melou88,2014-09-27,2014-09-27,2014,9,27,0,40.08657579,-88.21426034,,Bombus impatiens,False,female
3947,cindy87h,2014-09-27,2014-09-27,2014,9,27,0,40.08490127,-88.21549416,,Bombus impatiens,False,
3987,sweaver,2014-11-01,2014-10-19,2014,10,19,13,38.6350068,-90.2907165,,Apis mellifera,False,female
3980,twotringas,2014-10-28,2014-10-25,2014,10,25,3,42.30431681,-89.1567564,Bombus impatiens,Bombus impatiens,False,female
3981,twotringas,2014-10-28,2014-10-25,2014,10,25,3,42.30432475,-89.1566813,Apis mellifera,Apis mellifera,False,female
3978,arebee,2014-10-26,2014-10-26,2014,10,26,0,40.20555404,-88.39505732,Apis mellifera,Apis mellifera,False,female
3979,arebee,2014-10-26,2014-10-26,2014,10,26,0,40.20550897,-88.39516193,Apis mellifera,Apis mellifera,False,female
3982,twotringas,2014-10-28,2014-10-27,2014,10,27,1,42.30435252,-89.1567564,Apis mellifera,Apis mellifera,False,female
3983,twotringas,2014-10-28,2014-10-27,2014,10,27,1,42.30440013,-89.15673494,Apis mellifera,Apis mellifera,False,female
3984,twotringas,2014-10-28,2014-10-27,2014,10,27,1,42.30437236,-89.15674567,Apis mellifera,Apis mellifera,False,female
3985,twotringas,2014-10-28,2014-10-27,2014,10,27,1,42.30440806,-89.15670276,Apis mellifera,Apis mellifera,False,female
3994,Tmarlin,2014-12-07,2014-12-06,2014,12,6,1,41.60434019,-87.56103516,Apis mellifera,Apis mellifera,False,female
4006,melissarecords,2015-03-15,2015-03-11,2015,3,11,4,40.10086295,-88.24776113,Apis mellifera,Apis mellifera,False,female
4016,melabee,2015-04-04,2015-03-14,2015,3,14,21,39.1153012,-84.4900948,Apis mellifera,Apis mellifera,False,female
4007,SkrentnyJeff,2015-03-17,2015-03-16,2015,3,16,1,41.97939248,-87.74286747,,Apis mellifera,False,female
